0.011956,0.0103169,0.0068789,0.0114055,0.00945226,0.00571875,-0.00534507,0.00689584,0.0014722
0.0120133,0.0112521,0.00833196,0.00560883,0.00370271,0.00671286,-0.00255981,0.00375717,-0.00218158
0.0121285,0.00428021,0.00872027,0.0120899,0.0029481,0.00229882,-0.00162571,0.00716336,0.00570798
0.0121285,0.004354,0.0092599,0.00550129,-0.000960175,0.00129604,-0.000861217,0.00298473,0.00266903
0.0121285,0.0105682,0.00153897,0.0113461,0.0087766,-0.000259993,-0.0059484,0.000401978,0.0013715
0.0121285,0.0113342,0.00137756,0.00557218,0.00329603,-0.00105744,-0.00402439,-0.00149979,-0.0012369
0.0121285,0.00432195,0.00123051,0.0122401,0.00192254,-0.00204399,-0.00337652,-0.000800473,0.00516702
0.0121285,0.00379506,0.000654653,0.00535713,-0.00165255,-0.00295018,-0.00238746,-0.00180886,0.00338614

0.0120049,0.0112657,0.00830294,0.00560722,0.00370718,0.00672094,-0.00261167,0.00374876,-0.00218931
0.0120225,0.0115455,0.0091203,-0.00145206,-0.00215691,0.00696138,-0.000772343,-0.000304777,-0.00379907
0.0121285,0.004354,0.0092599,0.00550129,-0.000960173,0.00129604,-0.000861217,0.00298473,0.00266903
0.0121285,0.00370259,0.00962503,-0.00202673,-0.002328,0.000645999,-0.000216098,-0.00056903,0.00055841
0.0121285,0.0113342,0.00137756,0.00557032,0.00329603,-0.00105743,-0.00402439,-0.00149787,-0.00123934
0.0121285,0.011564,0.000825476,-0.00152451,-0.00165314,-0.00115849,-0.0028048,-0.00125172,-0.00229327
0.0121285,0.00379506,0.000654653,0.00535713,-0.00165255,-0.00295018,-0.00238746,-0.00180886,0.00338614
0.0121285,0.00321783,0.000343093,-0.00177539,-0.00158447,-0.00216514,-0.00200737,-0.000266826,0.00146075

0.0122017,0.0117959,0.00916049,-0.00145508,-0.00219706,0.0070757,-0.000999366,-0.000243883,-0.00389198
0.0122298,0.010993,0.00879305,-0.00963104,-0.00891022,0.00718651,-0.00187263,-0.00667885,-0.00117068
0.0123231,0.0038085,0.00972761,-0.00204742,-0.0023897,0.000716233,-0.000334986,-0.000534381,0.000574591
0.0123231,0.00339567,0.00963124,-0.0106465,-0.00312683,0.00125611,-0.00022078,-0.00676099,0.00256603
0.0123231,0.0117662,0.000755673,-0.0015166,-0.00165386,-0.00125648,-0.00293266,-0.00120509,-0.00233454
0.0123231,0.0114087,0.000780594,-0.0102915,-0.00849469,-0.000415691,-0.00453756,-0.000232758,-0.000866817
0.0123231,0.00333349,0.000264683,-0.00177356,-0.00165529,-0.0021313,-0.00211356,-0.000201907,0.00150305
0.0123231,0.00334134,0.000643235,-0.0107422,-0.00216335,-0.000932599,-0.00238009,0.000638784,0.00159537

0.0122277,0.00412113,0.00841082,0.0129294,0.00297984,0.0018189,-0.00264991,0.00816819,0.00639254
0.0122947,0.00422963,0.00971422,0.00569353,-0.000974262,0.00119844,-0.000185562,0.00352812,0.00276536
0.0122947,-0.00389566,0.00921855,0.0123633,-0.00491391,-0.00368712,-0.000886831,0.00714701,0.00633406
0.0122947,-0.00457398,0.0094564,0.00511993,-0.00365304,-0.00466525,-0.000968347,0.00244988,0.00347248
0.0122947,0.0041976,0.00154518,0.0126151,0.00181293,-0.00204047,-0.00344501,-0.00012994,0.00567067
0.0122947,0.00366133,0.00116114,0.00572291,-0.00170219,-0.00298092,-0.0020538,-0.0010255,0.00367698
0.0122947,-0.00431009,0.0010239,0.0122991,-0.00566748,-0.00207313,-0.00236226,-0.00111133,0.00525965
0.0122947,-0.00519055,0.000414078,0.00487218,-0.00411291,-0.00230013,-0.00215156,-0.00119622,0.00407712

0.0122947,0.00422963,0.00971422,0.00569354,-0.00097426,0.00119844,-0.000185564,0.00352812,0.00276536
0.0122947,0.00358772,0.0101395,-0.00199046,-0.00227979,0.000545836,0.000689278,-0.000568763,0.000556631
0.0122947,-0.00457398,0.0094564,0.00511993,-0.00365304,-0.00466525,-0.000968347,0.00244988,0.00347248
